2016-09-30,23:54,3,G
2016-02-01,19:41,2,P
2016-08-24,23:49,4,M
2016-07-11,13:37,3,M
2016-01-12,06:29,3,P
2016-07-03,19:29,3,G
2015-09-09,14:09,3,M
2015-10-16,12:51,4,G
2015-09-09,01:58,4,P
2016-10-17,11:49,2,P
2015-12-15,01:45,2,P
2015-08-15,02:10,3,P
2016-03-23,11:56,3,P
2016-05-05,15:36,4,P
2015-06-09,23:40,2,G
2016-03-02,07:36,4,P
2016-05-11,00:12,2,M
2016-06-07,19:04,4,M
2015-07-21,02:13,2,G
2015-10-20,17:43,2,M
2015-10-10,15:00,2,G
2016-03-13,01:18,3,P
2016-03-21,07:23,4,M
2016-11-27,10:15,2,M
2016-07-20,08:33,2,P
2016-07-31,19:26,4,M
2016-05-26,06:57,4,M
2016-09-05,10:20,3,G
2016-09-28,22:00,3,G
2016-11-13,18:18,2,P
2016-02-10,17:06,2,P
2015-11-22,11:27,4,G
2016-02-10,10:48,4,G
2016-01-13,02:52,3,P
2015-10-17,13:23,3,P
2016-11-04,19:47,2,M
2016-07-07,22:17,2,P
2015-06-16,13:54,4,G
2016-11-29,13:28,2,G
2016-10-26,06:35,2,M
2015-10-14,13:43,3,G
2015-12-09,06:56,2,M
2016-05-18,03:33,3,P
2015-06-03,06:11,3,P
2016-07-18,20:51,3,G
2015-08-10,18:28,4,P
2016-11-02,09:34,2,G
2015-07-30,17:43,4,G
2015-08-30,20:50,4,G
2016-03-30,15:02,3,G
2016-07-25,09:11,2,G
2016-06-16,23:18,4,G
2016-10-12,18:21,3,P
2016-01-13,19:10,4,M
2016-05-26,00:40,4,G
2016-09-01,09:37,2,G
2016-03-12,02:17,4,M
2016-08-07,02:51,2,P
2016-01-07,18:23,2,G
2016-08-20,03:27,2,G
2016-08-21,03:24,3,M
2016-01-17,12:35,4,G
2016-09-30,11:18,4,M
2015-09-14,05:03,4,M
2015-06-02,18:30,3,P
2015-10-08,00:10,4,M
2016-10-23,02:41,3,P
2016-08-27,19:34,2,G
2015-11-01,03:04,2,G
2016-02-28,02:25,4,M
2015-10-17,18:09,2,P
2015-10-30,13:40,2,M
2016-02-18,16:10,2,M
2015-11-05,21:10,3,M
2016-03-30,20:43,4,M
2016-07-21,14:22,4,M
2016-01-02,09:43,3,M
2015-06-20,08:23,4,P
2016-05-26,07:27,4,P
2016-05-23,23:38,4,M
2016-10-21,23:58,3,P
2016-07-22,14:48,4,G
2015-09-07,18:19,4,M
2016-06-07,02:11,2,M
2015-12-22,17:32,2,M
2016-06-20,01:21,2,M
2016-10-29,22:08,2,M
2016-11-26,07:06,2,M
2016-02-22,13:07,4,P
2016-08-28,01:54,3,P
2016-05-23,20:34,3,M
2015-08-01,02:59,2,P
2016-07-28,10:38,2,G
2015-09-16,13:31,3,G
2015-09-05,23:18,2,M
2016-01-01,14:31,4,G
2015-08-02,19:15,2,M
2016-06-06,01:27,4,G
2016-03-29,11:38,2,G
2015-10-15,00:51,4,G
