2016-09-12,10:55,3,P
2016-11-19,04:58,4,P
2015-11-08,22:06,2,G
2015-10-18,11:43,4,M
2016-04-26,14:14,2,M
2016-07-22,18:32,4,M
2015-08-21,08:58,2,M
2016-05-23,14:20,2,G
2015-08-10,06:45,2,G
2015-08-14,15:34,2,M
2015-12-23,05:21,3,G
2016-10-06,19:02,4,P
2016-04-04,23:44,4,M
2016-10-26,02:36,4,G
2016-04-09,17:08,4,G
2016-09-03,11:13,3,M
2016-03-03,23:55,3,M
2016-01-11,10:10,3,G
2015-06-05,11:02,4,M
2015-10-29,02:42,2,G
2016-11-23,18:44,4,G
2015-11-12,22:10,2,M
2016-06-23,22:12,3,G
2016-11-24,15:33,4,P
2016-10-01,06:54,2,P
2015-08-03,12:24,3,G
2015-09-15,05:28,2,M
2015-06-15,09:18,3,G
2015-10-08,23:37,4,G
2015-12-03,03:57,3,G
2016-10-27,01:59,3,M
2015-12-01,01:13,3,P
2016-03-12,23:37,3,P
2016-11-17,04:09,2,P
2016-05-30,17:13,4,M
2015-11-18,13:20,2,G
2016-01-17,20:36,3,G
2016-09-03,21:58,3,P
2016-01-24,21:43,4,M
2016-11-24,04:17,3,P
2016-10-27,16:29,4,P
2016-08-14,03:31,3,M
2016-03-04,23:53,3,P
2016-08-26,11:15,3,G
2016-03-15,15:11,2,M
2015-11-01,04:04,4,M
2015-07-09,10:12,3,P
2016-06-30,00:48,3,M
2015-07-12,21:24,3,M
2016-01-18,06:49,4,P
2015-08-13,04:02,2,G
2016-01-25,19:51,2,M
2015-08-30,09:57,4,G
2016-01-08,03:49,2,M
2015-08-17,10:30,3,M
2015-12-20,04:32,3,P
2015-10-21,08:21,2,M
2016-03-14,14:50,2,M
2015-12-02,13:30,4,M
2016-01-03,18:40,2,M
2016-08-27,22:17,4,G
2016-03-08,20:04,3,P
2016-01-06,05:28,2,G
2015-12-29,13:39,4,M
2016-09-09,02:18,2,M
2016-06-09,04:56,2,G
2016-04-23,16:36,2,G
2015-10-23,15:19,3,G
2015-07-02,00:44,3,P
2015-09-04,03:33,4,G
2016-09-15,21:19,4,M
2016-09-12,03:35,2,G
2016-09-20,07:51,4,G
2016-10-23,01:44,2,G
2016-02-21,04:08,3,P
2016-06-04,23:25,2,G
2016-09-03,10:25,3,M
2015-11-29,03:00,3,M
2016-10-31,08:34,3,M
2015-12-20,04:16,3,G
2016-04-10,05:07,4,P
2016-07-24,08:26,3,G
2016-03-17,03:48,2,M
2015-08-20,14:39,2,P
2016-10-30,17:24,4,G
2016-05-06,08:24,2,M
2016-03-28,18:23,3,M
2016-03-22,03:23,3,M
2015-10-10,19:56,4,M
2016-07-19,00:08,4,P
2015-05-31,05:44,4,M
2016-01-08,15:35,2,G
2016-06-01,00:43,2,M
2016-06-27,17:04,3,G
2016-06-26,05:19,3,P
2015-07-12,05:55,2,G
2015-08-25,20:54,3,G
2016-07-20,18:22,3,M
2015-10-13,23:50,3,M
2016-02-08,16:03,2,G
